STA_SEQ,Station_Name,Proximity_Landmark,YLat,XLong
15383,Jordan Brook,downstream cross road adjacent to Route 85,41.38,-72.1558
15384,Podunk River,at Mill on the River Resteraunt,41.8219,-72.5888
15385,Roberts Brook (Mirror Lake outlet),at Nipmunk Trail Crossing,41.8189,-72.2269
15386,Roberts Brook (Mirror Lake outlet),at Gurleyville Road most downstream crossing,41.815,-72.2319
15387,Roberts Brook (Mirror Lake outlet),at mirror lake outlet footbridge,41.8081,-72.2469
15388,Pomperaug River,adjacent Bent-Of-River Audubon Center off Flagg Swamp Road,41.4672,-73.258
15389,Byram River,upstream of Bailiwick Road behind Covenant of Sacred Heart School,41.0464,-73.6625
15390,Kettle Brook,at Middle School Parking Lot,41.927186,-72.632846
15391,Ridgefield Brook tributary to (Steep Brook),at Route 35,41.2924,-73.4944
15392,Day Brook,at Day Road and Needles eye road intersection,41.8742,-71.9492
15393,Cemetery Brook,DS Taft Pond Road at 4-H Horse camp entrance,41.8818,-72.0283
15394,Natchaug River,at Route 198 entrance to Natchaug SF,41.8458,-72.0976
15395,Norwalk River,downstream Topstone Road,41.2988,-73.4559
15396,Silvermine River,DS Silvermine Elementary School,41.1452,-73.4419
15397,Silvermine River,US Silvermine Elementary School,41.1483,-73.443
15398,Silvermine River,US Perry Ave,41.1515,-73.446
15399,Silvermine River,US small farm at confluence with Belden Hill Brook,41.1533,-73.4484
15400,Silvermine River,At NNT confluence,41.1567,-73.4498
15401,Silvermine River,DS Borglum Road,41.1597,-73.4529
15402,Silvermine River,DS New Canaan Road,41.1626,-73.4626
15403,Mattabesset River,at Wethersfield road,41.6421,-72.7205
15404,Spruce Brook,at Middletown Road,41.6158,-72.7338
15405,Spruce Brook,at Spruce Brook Road,41.6012,-72.7372
15406,Little Brook,at mouth near wethersfield road,41.6424,-72.7207
15407,Little Brook,at Demming Road,41.644,-72.719
15408,Little Brook,at Cobey Road,41.6497,-72.714
15409,Little Brook,at Beach Road,41.6524,-72.7092
15410,Little Brook,at Catherine Drive,41.6568,-72.7011
15411,Belcher Brook,at mouth upstream confluence with Mattebassett River upstream Lower Lane,41.6263,-72.7572
15412,Belcher Brook,at Wildermere Dr.,41.6106,-72.7593
15413,Belcher Brook,at meadow lane,41.605,-72.7577
15414,Belcher Brook,at Tollgate Road,41.6,-72.7598
15415,Belcher Brook,at Orchard Road,41.5943,-72.7636
15416,Silgan Plastics,at final effluent,41.3907,-72.4392
15417,Knowlton Brook,downstream Upton Road,41.8601,-72.1973
15418,Plum Gully Brook,between Clark Street and Pumping Station,41.8154,-72.5712
15419,Allegheney Ludlum,at final effluent,41.4509,-72.8407
15420,Allegheney Ludlum,at final effluent,41.4504,-72.8411
15421,Allegheney Ludlum,at final effluent,41.4526,-72.8385
15422,Allegheney Ludlum,at final effluent,41.4496,-72.8397
15423,Allegheney Ludlum,at final effluent,41.4497,-72.8392
15424,Poquonock WPCF,at effluent prior to chlorination,41.8908,-72.6695
15425,Poquonock WPCF,at final effluent discharge,41.8897,-72.6673
15426,Bladens River (Bladdens River),riffle upstream Sanford Road,41.3872,-73.0191
15427,Natchaug River,low gradient upstream North Bear Hill Road,41.8012,-72.1178
15428,Kaman Aerospace,at final effluent,41.7088,-71.8837
15429,Cytec,at final effluent,41.4346,-72.8477
15430,Cytec,at end of culvert for abandoned DSN 002,41.4355,-72.8474
15431,Norwalk River,downstream Cooper Pond Brook at lower Branchville RR crossing,41.2671,-73.4414
15432,Sasco Brook,westside Merwins Lane Bridge West Branch,41.179,-73.3123
15433,Unnamed Waterbody (Sasco Brook Unnamed upstream pond),in pond on northside fogg wood road,41.2103,-73.3217
15434,Sasco Brook tributary to,east side Redding Road 100 feet North of North Street,41.2083,-73.3178
15435,Sasco Brook tributary to,North side North Street Bridge 200 feet west of Redding Road,41.2075,-73.3185
15436,Sasco Brook tributary to,East side Redding Road 1/4 mile south of North Street Intersection,41.205,-73.3156
15437,Sasco Brook tributary to,North side Catamount Road 1/2 mile east of Merwins lane,41.1976,-73.3195
15438,Sasco Brook tributary to,North Side Catamount Road- 100 yards west of Merwins lane,41.1939,-73.3236
15439,Sasco Brook tributary to,North side Brett Road Culvert-1/2 mile east of Redding Road,41.1969,-73.3065
15440,Sasco Brook,East side Congress Street at Timoth Dwight School,41.1924,-73.3023
15441,Sasco Brook tributary to,South side private bridge off Merwins lane,41.1866,-73.3182
15442,Sasco Brook tributary to,North side Cross Highway bridge,41.1855,-73.3105
15443,Sasco Brook tributary to,50 meters Downstream Merritt Parkway,41.1806,-73.3122
15444,Sasco brook,West side Redding Road 1/4 mile south of Rte 15,41.1821,-73.3049
15445,Great Brook,South side Beechwood lane,41.1804,-73.3008
15446,Great Brook,North side Merwins lane at Fair Oak Drive intersection,41.1697,-73.3014
15447,Sasco Brook,South side Ingleside Road 200 yards east of Sturges HW,41.1621,-73.3121
15448,Sasco Brook tributary to,North side Sturges Common Road west of Sturges HW,41.1555,-73.3112
15449,Sasco Brook tributary to,North side Bulkley Ave. Adj to Fairfield Co. Hunt Club,41.1479,-73.3073
15450,Sasco Brook tributary to,at footbridge in Fairfield Town Park off Hulls Highway,41.1413,-73.2985
15451,Sasco Brook,100 meters downstream Route 1,41.1379,-73.2976
15452,Sasco Brook,at discharge point for storm drains,41.1373,-73.2972
15453,Stop and Shop storm drain,at outlet storm drain network at stop and shop plaza,41.1371,-73.3002
15454,Sasco Brook,south side post road bridge,41.1382,-73.2978
15455,Route 1 storm drain,at outlet 20 feet south rte 1 bridge on west bank,41.138,-73.2978
15456,Woodhill/Green Farms Storm Drain,at outlet strom drain network behind toys r us,41.1371,-73.2974
15457,Sasco Brook,south side Green Farms Road-200 yards south of rte 1.,41.1371,-73.2969
15458,Green Farms Storm Drain,in Green Farms strom drain network 200 ft US site 6D,41.1358,-73.2974
15459,Green Farms Storm Drain,in Green Farms strom drain network 300 ft US site 6D,41.1367,-73.2988
15460,Sasco Brook tributary to,North side Daybreak Lane,41.1432,-73.2959
15461,Sasco Brook tributary to,East side Flintlock Lane,41.146,-73.2936
15462,Sasco Brook tributary to,100 feet north Flintlock Lane,41.1468,-73.2938
15463,Sasco Brook tributary to,100 feet north Flintlock Lane,41.1468,-73.2931
15464,Sasco Brook tributary to,South side Fallow Field Road,41.2035,-73.3181
15465,Great Brook tributary to,West side Redding Road just north of Dunham Rd intersection,41.1801,-73.3032
15466,Great Brook tributary to,Southside Horse Pasture on Beechwood lane,41.1804,-73.3012
15467,Sasco Brook tributary to,North side Concrete pipe on Melin Drive,41.1815,-73.3024
15468,Hulls Farm Road Storm Drain,Southwest side Hulls Farm Road,41.1529,-73.3059
15469,No name pond,50 yards west Redding Road in pond,41.211,-73.3194
15470,Drainage Ditch to Sasco Brook,at confluence small drainage creek/sasco brook below Westway Rd,41.1338,-73.2948
15471,Sasco Brook,at mouth mouth at Pequot ave,41.1249,-73.299
15472,Sasco Brook Beach,at beach adjacent to Pequot Ave,41.1263,-73.2955
15473,Drainage Ditch to Sasco Brook,DS Center Street,41.1369,-73.2919
15474,Burr Brook,at Totoket Road,41.3241,-72.8141
15475,No name pond,at Harwinton Ave,41.6859,-73.0375
15476,Lake Winfield outlet,at Outlet of Pond at dam,41.6821,-73.0263
15477,Silvo's Pond,at Pond upstream of Seymour Road,41.6826,-73.0342
15478,Lake Winfield inlet,at Inlet to Lake Winfield DS Seymour Road,41.6823,-73.0323
15479,Quinnipiac River,downstream West Center Street,41.5996,-72.8854
15480,Naugatuck River,between falls and Campville Road,41.7347,-73.1051
15481,Gulf Stream,upstream South Main Street,41.7908,-73.1196
15482,King Industries,at Basin outlet,41.1081,-73.4115
15483,Meriden Landfill,at final effluent,41.5026,-72.8232
15484,Misery Brook,mouth at Route 322,41.5633,-72.8768
15485,Sodom Brook,upstream Coe Ave,41.5339,-72.8247
15486,Quinnipiac River,at Route 322,41.5627,-72.8799
15487,Quinnipiac River,at Quinnipiac Street,41.4584,-72.8356
15488,Quinnipiac River,upstream Broadway access off Route 5,41.3903,-72.8715
15489,Quinnipiac River,downstream Cheshire Street Bridge,41.5289,-72.8631
15490,Quinnipiac River,upstream Shuttle Meadow Road,41.6549,-72.8652
15491,Quinnipiac River,downstream Crooked Street behind Ramada Inn,41.6709,-72.8368
15492,Sikorsky,at discharge location,41.2477,-73.0946
15493,Sikorsky,at discharge location,41.2481,-73.0946
15494,Sikorsky,at discharge location,41.2512,-73.0936
15495,Sikorsky,at discharge location,41.2536,-73.0943
15496,Sikorsky,at discharge location,41.2548,-73.0954
15497,Sikorsky,at discharge location,41.2549,-73.0959
15498,Sikorsky,at discharge location,41.2545,-73.0969
15499,West Branch Salmon Brook,at Simsbury Road,41.94096,-72.834302
15500,Farm River,Close to school at an overpass,41.3331,-72.8153
15501,Cedar Pond Brook,DS Beaver Brook Road near #134,41.4119,-72.3128
15502,Bruce Brook (Stony Brook),at end of Barnum Terrace Extenstion,41.2022,-73.1483
15503,Skyline Quarry,at pool before spillway,41.9477,-72.3588
15504,Bradway Pond,at northwest corner (outlet),41.9522,-72.3514
15505,Sages Ravine Brook,downstream Route 41,42.0497,-73.4245
15506,Hatch Brook,at Route 7,41.8334,-73.3834
15507,Guinea Brook,at mouth above and below River Road,41.8144,-73.3769
15508,Bradford Brook,at mouth downstream Route 43,41.8962,-73.2838
15509,Gunn Brook,upstream Mouth,41.806,-73.3903
15510,Cobble Brook,upstream Mouth,41.7454,-73.4542
15511,Bantam River,upstream old bridge on White Memorial Property,41.7417,-73.1823
15512,Mountain Brook,downstream Route 189,41.9945,-72.8282
15513,Yantic River,upstream Fitchville Road adjacent to Bozrah Cemetary,41.5702,-72.1759
15514,Blackledge River,between Hartford Road and Lyman Brook,41.6069,-72.4261
15515,Beaver Brook,upstream Route 318,41.9151,-72.9736
15516,Valley Brook,dowstream Route 20 on MDC property,42.0315,-72.9318
15517,Pomperaug River,upstream Route 67 in fish and game club O&G quarry propert,41.5063,-73.2133
15518,Shepaug River tributary to,from mouth to walker road,41.5903,-73.3447
15519,Bee Brook,from mouth to footbridge (Hidden Valley Preserve),41.6571,-73.3181
15520,Bonemill Brook,upstream end of driveable road above sweet heart lake,41.925,-72.3162
15521,No name swamp,upstream Seymour Road before Lake Winfield,41.6821,-73.0327
15522,Hop River,75 meters upstream channelized section above Rte 6,41.7222,-72.2765
15523,Salmon River,adjacent to Gulf Road 100 meters US no name trib,41.5405,-72.4603
15524,Padanaram Brook,near Abbott RVTS parking lot,41.4128,-73.4544
15525,Macedonia Brook,in State Park at camp office,41.767,-73.495
15526,Herrick Brook,at Sharon Audubon Center,41.8544,-73.4522
15527,Tilcon- Plainville,at final effluent for CT 0020656-001,41.669,-72.8322
15528,Whiting River,behind cornfield below tunnel,42.0197,-73.2651
15529,Macedonia Brook,upstream Appalachian Trail Foot Bridge,41.7298,-73.4884
15530,Weekeepeemee River,DS Jacks Bridge Road at USGS gage,41.5575,-73.2155
15531,Leadmine Brook,downstream enter near #781 south road 400 m from south road bridge,41.7164,-73.0604
15532,Jericho Brook,adjacent state forest road upper end at 550' elevation,41.6323,-73.0846
15533,Connecticut River,at Pump house intake for Hartford Steam West Bank,41.76,-72.6643
15534,Hartford Steam,at west cooling water discharge in building,41.7594,-72.6663
15535,Hartford Steam,at east cooling water discharge in building,41.7593,-72.6655
15536,Broad Brook,end of Brookside Drive 500 feet DS Broad Brook Mill Pond,41.9174,-72.547
15537,Quinnipiac River,immediately upstream Pipes draining Tilcon Property,41.6679,-72.8196
15538,Hockanum Brook,adjacent Route 42 Bethany Road before Feldspar Ave,41.4367,-73.0524
15539,Long Meadow Pond Brook,upstream Rubber Ave bridge,41.4883,-73.0649
15540,Hop Brook,upstream Porter Ave Bridge,41.5049,-73.0584
15541,Shuttle Meadow RoadUnknown Pipe at,at pipe outlet,41.6551,-72.8657
15542,PE Corporation,at basin outlet,41.3164,-73.4758
15543,Pease Brook,in Pease Brook WMA,41.5947,-72.1923
15544,Quinnipiac River,upstream underground section adjacent to Tilcon,41.6687,-72.8253
15545,Quinnipiac River,at outlet of underground section adjacent to Tilcon,41.6695,-72.8296
15546,Muddy Brook,downstream 75 meters from Route 168,41.983,-72.658
15547,Broad Brook,upstream 150 meters from Chestnut Brook Confluence,41.9152,-72.5477
15548,Salmon Brook,in low gradient section of Granbrook Park,41.9368,-72.7752
15549,Piper Brook,downstream main street,41.7179,-72.7257
15550,Hockanum River,upstream 200 meters from dart hill road,41.8514,-72.4876
15551,Roaring Brook,upstream Polister Road,41.9353,-72.2613
15552,Farm River,at water company bridge above site 48-01,41.4065,-72.7676
15553,Hammonasset River,downstream Green Hill Road,41.3236,-72.5927
15554,Morgan Brook,downstream East West Hill Road ADJ to Rte 44,41.9125,-73.0175
15555,Morgan Brook,downstream Morgan Brook Road,41.9023,-72.9933
15556,Still River,downstream Route 133 crossing under powerlines,41.4569,-73.3979
15557,Muddy Brook tributary to,at Spruce Street Crossing,42.0159,-72.6807
15558,Roaring Brook,downstream Ruby Lake outlet,41.9152,-72.2656
15559,Atlantic Wire,at Final outfall,41.2767,-72.8086
15560,Anacoil-Pit,in pit adjacent to outfall pipe,41.8674,-72.4454
15561,Cabin Brook,at downstream side of commuter parking lot,41.5599,-72.3217
15562,Cabin Brook,20 meters upstream confluence with no name tributary,41.5595,-72.3284
15563,Cabin Brook tributary to,20 meters upstream confluence with Cabin Brook,41.5592,-72.3288
15564,Willimantic River,upstream Route 32,41.9292,-72.3067
15565,Willimantic River,upstream Roaring Brook Confluence,41.9031,-72.2914
15566,Willimantic River,behind I-84 Rest Stop at exits 69-70 West bound,41.8944,-72.2975
15567,Pease Brook,upstream 150 meters from confluence with Yantic River,41.5807,-72.187
15568,Southington Water Dept Waste Water,at final effluent,41.5754,-72.9317
15569,Balf Company,at final effluent,41.7223,-72.7201
15570,Ratlum Brook,downstream Farmington River Turnpyke at mouth,41.8723,-72.9561
15571,Cherry Brook,upstream Route 44,41.8365,-72.9295
15572,Rattlesnake Hill Brook,upstream 200 meters from Dyer Ave.,41.8185,-72.9182
15573,GE-Plainville,at ground water remediation discharge DS woodford rd,41.6687,-72.8535
15574,Scantic River,downstream Route 83 at state line,42.033,-72.4584
15575,Little Pootatuck Brook,adjacent Flat Hill Road near River Road,41.4517,-73.272
15576,Lee Brook,between Lakemere Road and Lee Farm Drive,41.4334,-73.2289
15577,Kettletown Brook,at Mouth,41.427,-73.206
15578,Long Meadow Pond Brook Unknown Pipe to,at end of pipe entering long meadow pond brook at elm street,41.4864,-73.056
15579,Hitchcock Mill Brook,at Sunny Valley Preserve Bridge near camp silverman,41.503614,-73.374487
15580,Town Farm Brook,at Dorwin Hill Road (RTE 67 intersection),41.5648,-73.3936
15581,Pond Brook,at Bridge at State Boat Launch (mouth),41.4597,-73.3275
15582,Hop Brook,at Barkwood Hill Road and Hop Brook Road,41.4855,-73.3856
15583,Mad River,adjacent Brookdale Lane at Sycamore Lane,41.5413,-73.0089
15584,Mad River,upstream confluence with Old Tannery Brook,41.5707,-72.9982
15585,Old Tannery Brook,at mouth,41.5708,-72.9985
15586,Old Tannery Brook,downstream Confluence with No name Tributary,41.5737,-72.9972
15587,Old Tannery Brook,upstream Confluence with No name Tributary,41.5738,-72.997
15588,Old Tannery Brook,upstream Nutmeg Valley Road Adjacent Tosun Road,41.5747,-72.9962
15589,Tributary To Old Tannery Brook tributary to,upstream Wetland Trib near confluence with Old Tannery Bk,41.5739,-72.9972
15590,Old Tannery Brook tributary to,upstream confluence with Old Tannery Brook,41.5739,-72.9971
15591,Tributary To Old Tannery Brook tributary to,upstream Route 69 at #33,41.575,-73.0014
15592,French Brook,at French Road,41.7442,-72.4485
15593,Tankerhoosen River,upstream Fish and Game Road and tributary,41.8442,-72.4343
15594,Barrows Brook,upstream Confluence with Tankerhoosen,41.8402,-72.4365
15595,Gages Brook tributary to,between Rte 84 and confluence with Gages Brook,41.8551,-72.418
15596,Erickson Metals,at final cooling water discharge,41.5557,-72.9191
15597,Federal Paperboard,at final effluent outfall,41.6202,-72.0399
15598,Federal Paperboard,at final effluent outfall,41.6234,-72.0451
15599,Mashamoquet Brook,end paved section of road in state park,41.8561,-71.9758
15600,Still River,behind Post Office at eastford center,41.9026,-72.0787
15601,Whyco- warehouse roof drain,at drain outlet on small warehouse builiding,41.6442,-73.0782
15602,Auto Swage,at flume in treatment building,41.27,-73.0908
15603,Beaver Brook,at Good Hill Road,41.1972,-73.3592
15604,Indian River,near confluence with Saugatuck estuary,41.1162,-73.3756
15605,Indian River,on Hogan Trail (midpoint),41.1209,-73.3798
15606,Jennings Brook,at Davis Hill Road,41.2311,-73.3503
15607,Kettle Creek,at Good Hill Road,41.1879,-73.3656
15608,Cobbs Mill Brook,upstream cobbs mill/ old mill road,41.208958,-73.3891
15609,Poplar Plain Brook,downstream Route 33 at Camp M footbridge,41.1618,-73.3691
15610,West Branch Saugatuck River,at Pent Road near Devil's Den,41.2336,-73.3935
15611,Beaver Lake,at deepest part of lake,41.3702,-73.0592
15612,Bog Meadow Reservoir,at deepest part of reservoir,41.5699,-72.0962
15613,Peck Pond,at deepest part of pond,41.8018,-73.4683
15614,Burr Pond,at deepest part of pond,41.868925,-73.0977
15615,Lake Waramaug,LKW-2 at deepest part of lake in center lobe near Arrow Point,41.69783,-73.37084
15616,Cat Swamp Pond,at deepest part of pond,41.5539,-73.1785
15617,West Branch Reservoir,at deepest part of reservoir,41.9903,-73.0209
15618,Cream Hill Lake,at deepest part of lake,41.8849,-73.3078
15619,Ford Pond,Sharon Audubon property Rte 4 deepest part of pond,41.8535,-73.4509
15620,Groton (Poquonnock) Reservoir,at deepest part of reservoir,41.351,-72.0352
15621,Beach Pond,at deepest part of lake,41.5777,-71.7909
15622,Keach Pond,at deepest part of lake,41.9701,-72.0878
15623,Knowlton Pond,at deepest part of lake,41.8343,-72.1923
